year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1914,2787.609,3056.847,140.903,2956.114,3239.633,135.329,2787.609,3056.847,140.903,,,,,,,,,,,,,,,
1915,2751.989,3009.476,138.554,2915.561,3186.682,138.413,2751.989,3009.476,138.554,,,,,,,,,,,,,,,
1916,2969.302,3247.779,152.453,3134.483,3427.861,148.647,2969.302,3247.779,152.453,,,,,,,,,,,,,,,
1917,3111.753,3390.807,165.691,3257.070,3550.366,159.305,3111.753,3390.807,165.691,,,,,,,,,,,,,,,
1918,3137.639,3337.256,168.829,3291.721,3500.397,161.056,3137.639,3337.256,168.829,,,,,,,,,,,,,,,
1919,2760.816,2850.334,190.779,2895.747,2991.515,183.261,2760.816,2850.334,190.779,,,,,,,,,,,,,,,
1920,3154.543,3317.425,229.333,3301.541,3471.791,217.744,3154.543,3317.425,229.333,,,,,,,,,,,,,,,
1921,2704.346,2870.133,244.861,2828.770,3001.483,234.783,2704.346,2870.133,244.861,,,,,,,,,,,,,,,
1922,2852.524,3020.723,243.994,2993.553,3168.381,237.285,2852.524,3020.723,243.994,,,,,,,,,,,,,,,
1923,3292.880,3450.660,252.336,3448.429,3612.855,247.339,3292.880,3450.660,252.336,,,,,,,,,,,,,,,
1924,3279.481,3451.501,264.642,3439.422,3619.328,262.107,3279.481,3451.501,264.642,,,,,,,,,,,,,,,
1925,3314.519,3483.874,256.759,3498.439,3675.411,257.620,3314.519,3483.874,256.759,,,,,,,,,,,,,,,
1926,3231.863,3427.526,249.880,3409.062,3613.591,261.857,3231.863,3427.526,249.880,,,,,,,,,,,,,,,
1927,3530.042,3761.450,251.497,3735.966,3981.052,268.712,3530.042,3761.450,251.497,,,,,,,,,,,,,,,
1928,3491.248,3740.032,256.279,3683.210,3944.618,290.527,3491.248,3740.032,256.279,,,,,,,,,,,,,,,
1929,3745.632,4022.322,265.888,3954.390,4244.419,311.219,3745.632,4022.322,265.888,,,,,,,,,,,,,,,
1930,3403.625,3692.918,265.177,3588.092,3893.131,320.669,3403.625,3692.918,265.177,,,,,,,,,,,,,,,
1931,2974.772,3286.859,252.460,3137.344,3466.882,301.035,2974.772,3286.859,252.460,,,,,,,,,,,,,,,
1932,2626.508,2940.541,252.049,2770.164,3101.726,298.140,2626.508,2940.541,252.049,,,,,,,,,,,,,,,
1933,2759.724,3092.629,270.053,2908.369,3259.602,319.056,2759.724,3092.629,270.053,,,,,,,,,,,,,,,
1934,2965.816,3349.555,306.630,3126.360,3531.455,364.606,2965.816,3349.555,306.630,,,,,,,,,,,,,,,
1935,3077.888,3496.851,338.890,3246.658,3689.365,408.315,3077.888,3496.851,338.890,,,,,,,,,,,,,,,
1936,3378.706,3848.183,359.746,3561.653,4058.274,438.999,3378.706,3848.183,359.746,,,,,,,,,,,,,,,
1937,3615.689,4104.141,392.573,3818.835,4336.219,483.072,3615.689,4104.141,392.573,,,,,,,,,,,,,,,
1938,3317.533,3835.578,394.039,3499.754,4048.789,494.541,3317.533,3835.578,394.039,,,,,,,,,,,,,,,
1939,3527.608,4046.769,423.363,3733.141,4283.149,533.343,3527.608,4046.769,423.363,,,,,,,,,,,,,,,
1940,3709.150,4423.417,461.244,3888.414,4640.553,555.303,3709.150,4423.417,461.244,,,,,,,,,,,,,,,
1941,3877.778,4537.334,461.756,4051.846,4748.882,567.132,3877.777,4537.334,461.756,,,,,,,,,,,,,,,
1942,4030.285,4547.328,435.195,4211.799,4815.365,518.521,4030.285,4547.328,435.195,,,,,,,,,,,,,,,
1943,4098.326,4649.428,425.845,4265.417,4969.150,544.844,4098.326,4649.428,425.846,,,,,,,,,,,,,,,
1944,4090.645,4711.657,450.828,4224.514,4882.524,577.046,4090.645,4711.657,450.828,,,,,,,,,,,,,,,
1945,3413.937,3880.793,408.519,3512.784,4010.036,565.283,3413.937,3880.793,408.519,,,,,,,,,,,,,,,
1946,3612.655,4177.920,430.625,3771.833,4376.189,657.796,3612.655,4177.921,430.625,,,,,,,,,,,,,,,
1947,4035.633,4673.547,491.657,4249.738,4936.882,684.988,4035.633,4673.547,491.657,,,,,,,,,,,,,,,
1948,4277.882,4956.852,491.031,4516.006,5251.317,680.189,4277.882,4956.852,491.031,,,,,,,,,,,,,,,
1949,3947.986,4716.065,487.968,4180.978,5014.636,723.264,3947.986,4716.065,487.968,,,,,,,,,,,,,,,
1950,4400.969,5233.916,565.776,4654.328,5567.423,616.009,4400.969,5233.916,565.776,,,,,,,,,,,,,,,
1951,4688.332,5593.262,632.925,4971.291,5967.799,696.438,4688.332,5593.262,632.925,,,,,,,,,,,,,,,
1952,4643.612,5615.717,693.856,4926.925,6001.274,758.889,4643.612,5615.717,693.856,,,,,,,,,,,,,,,
1953,4735.789,5773.748,713.613,5027.911,6178.936,786.948,4735.789,5773.748,713.613,,,,,,,,,,,,,,,
1954,4704.825,5830.922,794.730,5013.706,6267.822,879.996,4704.825,5830.922,794.730,,,,,,,,,,,,,,,
1955,5092.717,6340.773,915.044,5432.291,6829.288,1001.139,5092.717,6340.773,915.033,,,,,,,,,,,,,,,
1956,5366.834,6724.307,999.887,5730.004,7254.050,1092.888,5366.834,6724.307,999.876,,,,,,,,,,,,,,,
1957,5387.076,6867.692,1093.916,5758.693,7425.359,1212.023,5387.075,6867.692,1093.901,,,,,,,,,,,,,,,
1958,5245.548,6812.267,1396.816,5614.929,7383.342,1547.781,5245.548,6812.267,1396.801,,,,,,,,,,,,,,,
1959,5346.945,6995.215,1646.113,5735.245,7599.965,1817.651,5346.945,6995.215,1646.099,,,,,,,,,,,,,,,
1960,5639.126,7363.950,1786.349,6026.884,7981.180,1974.781,5639.126,7363.950,1786.335,,,,,,,,,,,,,,,
1961,5755.468,7548.625,1604.850,6152.033,8183.938,1799.278,5755.468,7548.625,1604.799,,,,,,,,,,,,,,,
1962,6017.521,7912.039,1564.155,6446.950,8592.945,1770.697,6017.521,7912.039,1564.104,,,,,,,,,,,,,,,
1963,6324.914,8356.787,1625.952,6823.614,9125.729,1852.619,6324.914,8356.786,1625.897,,,,,,,,,,,,,,,
1964,6627.812,8792.433,1720.671,7138.224,9591.801,1943.513,6627.812,8792.433,1720.612,,,,,,,,,,,,,,,
1965,6852.815,9121.261,1867.393,7403.535,9980.675,2093.772,6852.815,9121.261,1867.327,,,,,,,,,,,,,,,
1966,7133.397,9510.152,2004.062,7678.939,10385.483,2264.270,7133.397,9510.152,2003.996,,,,,,,,,,,,,,,
1967,7382.321,9857.692,2006.909,7943.303,10761.748,2237.464,7382.321,9857.692,2006.835,,,,,,,,,,,,,,,
1968,7769.815,10338.859,2172.222,8350.550,11272.228,2437.659,7769.815,10338.859,2172.145,,,,,,,,,,,,,,,
1969,8240.805,10937.124,2412.172,8855.033,11918.591,2693.091,8240.805,10937.124,2412.040,,,,,,,,,,,,,,,
1970,8822.985,11675.703,2788.864,9418.856,12641.286,3106.626,8822.985,11675.703,2788.659,,,,,,,,,,9355.110,12119.234,3107.749,,,
1971,8964.181,11974.580,3070.225,9534.476,12880.087,3380.548,8964.181,11974.580,3069.976,,,,,,,,,,9223.236,12003.829,3154.984,,,
1972,9356.378,12511.488,3223.373,9953.949,13471.792,3532.251,9356.378,12511.488,3223.116,,,,,,,,,,9656.431,12570.457,3358.119,,,
1973,9790.086,13076.360,3477.151,10428.007,14095.019,3791.261,9790.086,13076.360,3476.905,,,,,,,,,,10171.718,13253.684,3628.710,,,
1974,9531.698,12931.427,3580.110,10127.853,13882.817,3890.522,9531.698,12931.428,3579.792,,,,,,,,,,9897.556,13096.399,3755.226,,,
1975,9162.324,12745.973,3797.467,9672.868,13600.438,4110.669,9162.324,12745.973,3797.137,,,,,,,,,,9464.107,12833.872,3978.222,,,
1976,9630.535,13372.009,4054.327,10199.027,14295.599,4350.270,9630.535,13372.009,4054.089,,,,,,,,,,10029.513,13543.544,4245.248,,,
1977,9735.972,13612.131,4299.796,10281.288,14501.748,4586.226,9735.972,13612.132,4299.522,,,,,,,,,,10190.610,13810.288,4517.321,,,
1978,9951.562,13962.568,4608.953,10528.059,14887.385,4876.450,9951.562,13962.568,4608.751,,,,,,,,,,10256.908,14102.870,4825.512,,,
1979,10184.583,14222.119,4831.613,10793.317,15190.695,5105.354,10184.583,14222.119,4831.390,,,,,,,,,,10495.479,14400.572,5049.220,,,
